id,authorId,content,dwellTimeThreshold,createdAt,parentId,isReply
6b409448-62aa-4be6-9236-4dd050af93c9,6c5f6f0d-9400-4437-a3de-dffb1e50ca2d,Nội dung tổng hợp của bài post số 16. Bàn về tin tức a.i.,3814,2025-04-28T15:48:46.438446,,False
c89a3da0-e15d-49dc-8d76-a30e09f621d9,610a82a1-49e0-4bf7-a71e-570d6c46a706,Nội dung tổng hợp của bài post số 17. Bàn về so sánh s23 ultra.,7695,2025-06-10T11:57:47.438452,e1c388fb-9695-4ff8-bacd-8bf01c9f62d3,True
19b2a545-c34f-479a-8123-d4c9bcb5f0cf,f0a9645a-e638-4ed6-ada2-58804bdbd5dd,Nội dung tổng hợp của bài post số 18. Bàn về crypto hôm nay.,6783,2025-02-11T22:26:37.438458,,False
0f3490d1-db89-4513-a1f7-d08a85b2c96c,ba6dae07-4416-4086-a782-4f3da0068eb2,Nội dung tổng hợp của bài post số 19. Bàn về đánh giá gpt-4.,4033,2025-03-26T12:52:41.438464,,False
eb3ce915-3bd1-406f-88d7-9fdc6de5027b,f94456ce-def5-4237-9f1a-76793cdd1d33,Nội dung tổng hợp của bài post số 20. Bàn về phim chiếu rạp.,4254,2025-07-01T21:29:59.438471,,False
62d2b928-8033-4301-b51e-b232053a2939,692344b1-1d6c-405e-b7de-f89109ebc1b7,Nội dung tổng hợp của bài post số 21. Bàn về so sánh s23 ultra.,2009,2024-11-21T18:01:12.438476,,False
5cfc6ec0-efbf-4aa4-8f02-2c9f400abbe4,51f6a786-bd3a-457c-9396-4a4c65a4cc65,Nội dung tổng hợp của bài post số 22. Bàn về hướng dẫn react.,2096,2025-05-06T07:09:01.438483,,False
438436a7-012a-43ae-9a0f-a5f3ac1705b2,e837d3a7-7cc1-4ace-9f5e-4ef2e23a5a33,Nội dung tổng hợp của bài post số 23. Bàn về hướng dẫn react.,2045,2025-11-11T07:01:04.438489,,False
a4f20495-762e-4b28-90c9-25a663acced2,795d64cf-c054-41a1-8463-bb1862b93d21,Nội dung tổng hợp của bài post số 24. Bàn về hướng dẫn react.,3640,2025-01-10T13:48:18.438495,,False
a4642c63-6767-4c0c-a544-b0b026714b05,bf12818b-63a6-42f6-8170-be1b632dddde,Nội dung tổng hợp của bài post số 25. Bàn về hướng dẫn react.,2739,2025-01-27T18:29:10.438501,,False
c31870fa-7c1a-45ad-83de-ea47b97615f1,61bcb879-5886-4500-84c3-d249700ac470,Nội dung tổng hợp của bài post số 26. Bàn về crypto hôm nay.,5957,2025-06-04T16:24:41.438507,,False
fdee5605-2eb7-4aad-9659-4e5b0e81ee6c,f2e1d3e0-df15-4386-81a6-6324b59db67b,Nội dung tổng hợp của bài post số 27. Bàn về phim chiếu rạp.,7841,2025-06-13T11:15:18.438513,,False
c55efa6c-acd2-4e7c-bc89-189d334488cf,f77222ca-1f6c-4cee-b12e-973f0a25293c,Nội dung tổng hợp của bài post số 28. Bàn về tin tức a.i.,6532,2025-06-12T21:34:12.438519,,False
e738f1a6-6421-4b30-a794-676a767bb1a5,61f64b0f-6986-4a22-ab67-b1e90620971e,Nội dung tổng hợp của bài post số 29. Bàn về lập trình nestjs.,4250,2025-10-13T08:38:27.438525,a6d3bc77-5871-40a5-b501-5e7782885f4b,True
c6018e07-1a07-4876-bd0f-143249211ad7,483adb31-8c64-4c41-a369-571dabf1e9fc,Nội dung tổng hợp của bài post số 30. Bàn về chăm sóc da.,7752,2025-02-22T09:26:55.438531,,False
5d176d13-8d12-41a1-b705-62952c1d1f72,08251091-91c1-4118-a5c8-65af04290ac9,Nội dung tổng hợp của bài post số 31. Bàn về hướng dẫn react.,5614,2025-06-12T03:37:31.438537,,False
f87f80a9-e2ea-4f24-ae4a-5b4fd4f58099,c3eae5ca-8fc0-4e41-9f1f-a0902d435ea3,Nội dung tổng hợp của bài post số 32. Bàn về phim chiếu rạp.,3928,2025-09-26T00:55:55.438543,,False
9c0bf6a2-0ccd-4bc7-833c-7baef06d84b9,2de7c45d-19ee-4d68-9e13-47d53af480ab,Nội dung tổng hợp của bài post số 33. Bàn về chăm sóc da.,5627,2025-11-02T00:15:07.438549,,False
14cc29c5-fc75-48cc-a222-d768c2b6e2a4,eff43525-e294-4014-a4c3-e93b000128ee,Nội dung tổng hợp của bài post số 34. Bàn về lập trình nestjs.,5705,2025-04-16T03:25:09.438555,,False
246d69a0-e9b0-41a2-ab17-d84e44468583,efd367d3-b075-481e-9045-8277ee4b0272,Nội dung tổng hợp của bài post số 35. Bàn về hướng dẫn react.,6050,2025-03-19T02:14:36.438561,,False
a915f40a-3902-43bd-a91b-d02fb3d6f613,f540e57e-a4bf-44db-bad2-e9833cb40801,Nội dung tổng hợp của bài post số 36. Bàn về tin tức a.i.,3380,2024-12-08T05:48:56.438566,,False
a4c0404b-f88c-471a-ba15-3b240123f60e,06f30740-a0da-4e4e-b6c4-9344c187994e,Nội dung tổng hợp của bài post số 37. Bàn về học machine learning.,3288,2025-06-04T02:24:35.438572,5ea8c3d7-68ef-4887-a77d-52187b54ab53,True
3ba8bf63-4cab-450d-a49b-77f63441c6bd,6c0d42b3-c9b9-4f45-9d3b-f66637f8c9ac,Nội dung tổng hợp của bài post số 38. Bàn về hướng dẫn react.,7473,2025-07-03T14:03:21.438579,,False
a036b52a-6fdf-4629-bd56-382dcfba9222,c94532c4-6500-4f07-b003-a9aaf419b86d,Nội dung tổng hợp của bài post số 39. Bàn về du lịch đà lạt.,2224,2025-04-05T03:51:43.438585,,False
1cde76e9-c564-45a1-9231-17554e3bb81e,0c8fec25-6473-43f0-a4b6-b85c0e085e85,Nội dung tổng hợp của bài post số 40. Bàn về hướng dẫn react.,4154,2025-07-25T07:54:19.438591,,False
c5943f49-2cdd-4a9d-9c40-18c6b852f595,bcc03002-d95f-4563-a31a-8ada04ad65a7,Nội dung tổng hợp của bài post số 41. Bàn về lập trình nestjs.,3180,2025-10-24T03:24:38.438597,,False
1c1eaa63-2988-4fc2-a082-917a02061241,2c1a6db9-3d17-4996-8b30-12b5acb4685e,Nội dung tổng hợp của bài post số 42. Bàn về học machine learning.,4134,2025-10-31T20:05:27.438603,,False
11d19d6d-54cb-4cc4-8480-9f999862e480,0c402259-ab39-4d75-8b40-a33f9cde4309,Nội dung tổng hợp của bài post số 43. Bàn về so sánh s23 ultra.,4166,2025-04-02T20:49:09.438609,,False
102eab5d-8ad0-42e8-9a6f-ab08697bb4de,6a6324fc-a1d8-4f01-a214-28c60d3871b0,Nội dung tổng hợp của bài post số 44. Bàn về tin tức a.i.,5956,2025-09-26T21:00:23.438615,,False
a6de5770-b065-4bd7-bc05-60f6c1556bc2,04736f93-e356-40c5-b26e-d3bf2e716af8,Nội dung tổng hợp của bài post số 45. Bàn về du lịch đà lạt.,6241,2025-10-31T09:52:26.438621,2ef16a5b-21b9-4418-8384-b8c79e307a57,True
377367a1-8ef0-4c65-946c-348f7f21b94e,5af3c7e0-cc3f-417f-a0c3-08221f776d8d,Nội dung tổng hợp của bài post số 46. Bàn về hướng dẫn react.,2730,2025-05-24T03:47:35.438627,3e4705cb-1bac-48a2-a041-7dcbeacd766a,True
99ddf985-c66e-4c8c-a11c-d1e0f1b95960,d0ac38d2-3b24-4a92-a812-6180f35b277a,Nội dung tổng hợp của bài post số 47. Bàn về so sánh s23 ultra.,2537,2025-08-30T23:10:10.438633,fec9e148-04d5-44d6-ba3d-392fac20ec25,True
942f66a8-5603-4be5-b10c-b2f2e187a0d4,c341010a-8967-4925-8f74-d5a1c3e3f50d,Nội dung tổng hợp của bài post số 48. Bàn về du lịch đà lạt.,5943,2025-10-19T02:33:10.438638,871bebe9-56fa-432c-8261-c172ae3912e4,True
1f587614-9356-45f1-9320-2516e5da679e,8e8f876b-f4d5-47d8-bf98-298cf5debd7d,Nội dung tổng hợp của bài post số 49. Bàn về chăm sóc da.,7418,2025-09-26T20:58:33.438644,,False
eb257c52-348f-4dc9-8e19-7cd8bf54f1de,e1334a7e-1eaa-44cb-bb7e-58aeb3ae00e8,Nội dung tổng hợp của bài post số 50. Bàn về tin tức a.i.,5513,2025-06-22T03:36:12.438650,,False
8c338972-1f49-401d-861e-31f5b14e34e5,f7e0f341-b416-4177-a60d-08be57e93ec7,Nội dung tổng hợp của bài post số 51. Bàn về du lịch đà lạt.,4141,2025-01-18T10:32:48.438656,,False
48df85da-f5eb-462f-8256-23b8a776448a,16bedb3b-fbc2-46f2-9fa7-a08f6ddcb8b5,Nội dung tổng hợp của bài post số 52. Bàn về học machine learning.,3442,2025-07-07T00:05:22.438662,,False
61b90f8a-2565-4c4f-b792-db76e1b8632d,67007a8e-4780-40ec-92c0-ac65f52f049a,Nội dung tổng hợp của bài post số 53. Bàn về học machine learning.,7912,2025-04-05T14:34:51.438668,,False
de7989a8-5ac4-4d76-b7be-7e9c624d0e2f,531fc8fd-f068-4d95-bfbe-c8076908c49e,Nội dung tổng hợp của bài post số 54. Bàn về đánh giá gpt-4.,3829,2025-02-10T21:26:36.438673,,False
b2e9eab9-7a25-40d1-b9ae-a6dabebbd559,78a40e47-3420-4ca4-aea0-469894a6caff,Nội dung tổng hợp của bài post số 55. Bàn về du lịch đà lạt.,2819,2025-02-07T07:13:18.438679,,False
cd3b4996-846a-4096-b26d-227ffa154fea,707b330f-a0ce-4443-9846-2f993ae78ec4,Nội dung tổng hợp của bài post số 56. Bàn về lập trình nestjs.,2191,2025-09-22T20:54:36.438685,b6e6eedb-5038-4b76-a0e6-0bd34662ffb8,True
df19798b-1b3b-481c-95a2-9a4ee0ee87c6,8d525130-08c5-4ee2-8c86-42420d7ec041,Nội dung tổng hợp của bài post số 57. Bàn về so sánh s23 ultra.,5640,2025-05-17T22:36:05.438691,,False
4701de96-8bb1-4fe5-88dd-c00fe6d9f5a7,cd451856-4c47-419d-b34b-9ed615e6b06e,Nội dung tổng hợp của bài post số 58. Bàn về du lịch đà lạt.,2117,2025-02-23T12:44:12.438696,,False
cad23d6a-fff2-480d-ac95-a5161f5f4842,32d2da15-f686-485d-9f25-310fdf17caec,Nội dung tổng hợp của bài post số 59. Bàn về lập trình nestjs.,3031,2025-02-13T04:56:14.438702,,False
a19efe1d-c899-41f3-9c8b-51250d7c767b,be0f0b00-6244-42fd-b212-a2df6a2dc57c,Nội dung tổng hợp của bài post số 60. Bàn về crypto hôm nay.,7469,2025-02-09T03:03:45.438708,,False
83f47c59-b9e1-408b-be24-6f30724ddabf,88db78d6-42eb-40dd-b613-103dfcf5de22,Nội dung tổng hợp của bài post số 61. Bàn về học machine learning.,5676,2025-03-28T10:30:42.438714,,False
4bc3b6e4-bf26-42e2-a6bf-61da246bcb8c,a3acf86f-9ef2-428d-b232-e9bfb7daf89f,Nội dung tổng hợp của bài post số 62. Bàn về du lịch đà lạt.,4458,2025-01-06T03:43:02.438720,,False
c8d0708b-0fc1-4979-9b2c-a00b75b5ff82,03ab0723-3d12-4ae4-b5b0-4b289b7c0d7d,Nội dung tổng hợp của bài post số 63. Bàn về so sánh s23 ultra.,3152,2025-09-27T00:18:06.438726,c96ac68a-0cd6-4121-b4c4-474de0125e9b,True
f3d6ce7f-fd38-4aee-b5af-42359c0b6944,50951979-1de4-43ab-a79a-9d012d322272,Nội dung tổng hợp của bài post số 64. Bàn về so sánh s23 ultra.,4801,2025-06-18T19:00:12.438732,,False
b63e189f-ce1e-4d6b-90d9-d502ae3b6511,3a499fa6-dfeb-4d86-9981-72721484acd0,Nội dung tổng hợp của bài post số 65. Bàn về chăm sóc da.,7676,2025-01-11T20:26:31.438739,,False
0ed527c1-5ff6-4a50-9db8-e523aaf7baeb,471725a2-7d6b-4754-adfa-1e731808d3c9,Nội dung tổng hợp của bài post số 66. Bàn về học machine learning.,2363,2024-12-02T16:52:47.438744,,False
d4171202-f107-44f4-8f8f-20df889893ec,3e3e0fec-9c7c-45d7-8442-c148a24fff14,Nội dung tổng hợp của bài post số 67. Bàn về so sánh s23 ultra.,2384,2025-04-25T22:50:11.438750,,False
f75fc8b4-4346-412e-810b-6cb147b626ed,4bc7eca1-b95e-449a-96c8-36ee33c991e5,Nội dung tổng hợp của bài post số 68. Bàn về tin tức a.i.,7520,2025-06-15T23:42:41.438756,,False
3187b497-cbb4-4abd-8082-bc1efd6833bd,73c399a0-606c-48e2-a015-890fe5b4a01a,Nội dung tổng hợp của bài post số 69. Bàn về tin tức a.i.,3640,2025-06-23T05:22:16.438762,,False
7ae334d3-23d1-451f-89aa-13334a523d58,9537e01f-c266-445b-9ebb-a73be0f6103a,Nội dung tổng hợp của bài post số 70. Bàn về phim chiếu rạp.,2781,2025-09-24T06:35:21.438768,,False
b9546e92-b2da-4cd1-9921-70a9e087e5f6,61ecfb26-93c7-4de7-bd77-1f945c3f1ed6,Nội dung tổng hợp của bài post số 71. Bàn về tin tức a.i.,4216,2025-09-19T14:10:10.438774,,False
3b5b6aa4-3d61-4a84-bd50-e819f5d15dfe,25a132df-934d-416c-a7b7-847ae3c3a82d,Nội dung tổng hợp của bài post số 72. Bàn về du lịch đà lạt.,4212,2025-01-09T22:41:13.438780,,False
dc984a4d-7c57-4dee-b8fd-83d3ab3bc1a4,423022d3-518f-423f-bf44-49a2862b378b,Nội dung tổng hợp của bài post số 73. Bàn về crypto hôm nay.,2003,2025-01-21T21:21:18.438786,,False
1c2e1e15-e33d-403c-a5dd-73c71829c775,a8c1eee8-d18b-4e1f-9bfd-8b7ba4bb5432,Nội dung tổng hợp của bài post số 74. Bàn về crypto hôm nay.,2917,2025-06-06T19:16:39.438792,,False
d6e565c2-1b47-46dd-ab98-50905a48d5ee,324686a2-d6cb-44b0-ae91-8566f2bc421e,Nội dung tổng hợp của bài post số 75. Bàn về crypto hôm nay.,2658,2025-09-13T15:23:31.438798,,False
a580b605-ac29-4b20-bdc7-bb8596df0b2d,5de9e2c1-1a5d-460e-83df-7f0e5be23351,Nội dung tổng hợp của bài post số 76. Bàn về lập trình nestjs.,4182,2024-11-25T10:03:46.438804,8758954a-2aaf-4c02-994e-0fb39909004e,True
19b34aac-b124-4b74-9ef7-9767499b17e8,03e09c52-c356-4ece-a3b1-e3fb75a513b3,Nội dung tổng hợp của bài post số 77. Bàn về phim chiếu rạp.,7008,2025-04-21T15:56:32.438811,,False
8abe9366-ccfe-4286-9213-c051621bb6e0,34955ee2-3c0b-4d2c-8afc-6ee015402582,Nội dung tổng hợp của bài post số 78. Bàn về học machine learning.,4100,2025-02-03T02:23:46.438817,,False
9bfc5ed4-6172-4ee1-ae38-e8c6984e670b,e22d2354-1584-49a9-92ae-bf39593bdb37,Nội dung tổng hợp của bài post số 79. Bàn về hướng dẫn react.,7829,2025-03-07T16:10:43.438823,,False
c93f16db-4dbe-47ce-bcc3-e146dd4d7c4b,5b779d60-bf4e-4bf8-8d52-292a5856b060,Nội dung tổng hợp của bài post số 80. Bàn về đánh giá gpt-4.,4834,2025-08-10T17:14:46.438829,,False
56037010-be4d-4c38-baac-7af7329c0c07,0a18f3c6-362b-4e7e-bf3a-a62b01111f9b,Nội dung tổng hợp của bài post số 81. Bàn về tin tức a.i.,5787,2025-01-24T05:59:49.438835,42d6b8b5-75cf-4de8-b783-3f55e7ed3dee,True
3a57238f-0899-4d54-9dc9-15b1284137f8,647518bd-8cc9-4e0d-8dfb-7873c3c7dcfc,Nội dung tổng hợp của bài post số 82. Bàn về lập trình nestjs.,2234,2025-04-17T13:25:49.438841,,False
4b517f3d-0b3d-435f-a730-f1be7609426c,38e978c6-9789-4e5f-884c-5905255a4513,Nội dung tổng hợp của bài post số 83. Bàn về so sánh s23 ultra.,4578,2025-06-29T06:09:03.438847,dbf56cfb-2254-41a3-956f-e4b11735ddf4,True
2e26591f-2cd0-4491-bf71-be2c2742c5b2,b20065ae-4486-4397-ac05-051b199e3bc5,Nội dung tổng hợp của bài post số 84. Bàn về crypto hôm nay.,6831,2025-06-02T07:52:06.438853,,False
c541a6c5-d21b-483b-bbc5-f479d6e8f7b4,15c6492f-f3f4-4ad9-8a1b-e557da45bc16,Nội dung tổng hợp của bài post số 85. Bàn về so sánh s23 ultra.,4846,2024-11-23T06:51:02.438860,,False
ddb08c6d-8940-40cb-9fd5-a4f35a287736,55b70ad4-51be-4de9-956a-e28500ba3895,Nội dung tổng hợp của bài post số 86. Bàn về học machine learning.,7383,2025-04-23T00:46:48.438865,,False
85793739-8d1f-4c11-9004-a92168d92b47,e6b387e2-34ee-44ea-ad68-37c64b4e96d4,Nội dung tổng hợp của bài post số 87. Bàn về phim chiếu rạp.,7218,2024-12-02T23:51:14.438871,,False
5e229111-ed34-45f2-b30f-595d0114f5ed,f7f6e203-9921-4b69-9172-a56d375d10f6,Nội dung tổng hợp của bài post số 88. Bàn về đánh giá gpt-4.,6623,2025-09-22T11:21:36.438877,,False
0e976e8a-a0e2-441b-b455-9619e9df7e08,9963b3b1-fd09-4939-8582-509f25a0b1b4,Nội dung tổng hợp của bài post số 89. Bàn về đánh giá gpt-4.,4932,2025-11-13T23:15:59.438883,,False
64ab81a2-28ad-430f-9dc8-67ea56fc8adb,169ce905-8e35-43f5-9cff-2bbc7bd74b1d,Nội dung tổng hợp của bài post số 90. Bàn về công thức nấu ăn.,5056,2025-04-17T04:36:18.438888,,False
aede9991-e5f1-417f-8ba0-abddbefa57af,103b27ec-6fa2-4f98-afa1-63eae66e7ba7,Nội dung tổng hợp của bài post số 91. Bàn về hướng dẫn react.,2527,2025-01-04T21:46:40.438894,,False
1d291f48-1e54-4f77-96f0-4fa117e8eae5,15959dfc-b0a1-410e-8572-5d9698829d87,Nội dung tổng hợp của bài post số 92. Bàn về so sánh s23 ultra.,6316,2025-02-09T15:10:07.438900,,False
09a07088-3602-468c-aac1-6e3a8b81550d,1c358aff-0db2-4b13-949e-5be2d6d7d637,Nội dung tổng hợp của bài post số 93. Bàn về học machine learning.,3009,2025-06-30T20:05:12.438907,c22155c1-077c-4288-8fd9-19b8c19a90f7,True
f2935c15-d42c-4277-b42c-c57827978fcb,dc33f736-6e8a-4daa-a895-ce48fc257640,Nội dung tổng hợp của bài post số 94. Bàn về du lịch đà lạt.,3853,2024-12-15T22:31:51.438913,,False
aae64dee-3ee4-4b7b-8b2c-7594c35f566a,560d1400-a9aa-43db-a8fc-ff806205de2e,Nội dung tổng hợp của bài post số 95. Bàn về crypto hôm nay.,4951,2025-04-06T00:19:16.438919,,False
416ea106-44b7-4840-ba8f-1bb9dfa230ad,69a64ed5-5ef5-4486-bde7-95836aa002ef,Nội dung tổng hợp của bài post số 96. Bàn về so sánh s23 ultra.,2795,2025-01-18T03:11:31.438925,,False
09a08728-88db-437e-8e42-aedc9758947e,1458e178-1d14-4688-8f08-04daf0e8b3a6,Nội dung tổng hợp của bài post số 97. Bàn về crypto hôm nay.,2186,2025-06-06T21:26:54.438931,,False
a28868b5-e890-419b-85a8-cb617463b0e7,be0a7b18-3085-438f-a43d-98abccaf2632,Nội dung tổng hợp của bài post số 98. Bàn về chăm sóc da.,5317,2025-05-07T21:07:14.438937,,False
5da33057-a4d8-4f4a-a4f5-d1b0278aca67,c0a74bbc-20d9-4dbc-8d51-af93f6bb8f66,Nội dung tổng hợp của bài post số 99. Bàn về lập trình nestjs.,5978,2025-11-02T13:12:47.438943,,False
76488f9c-fc10-4a61-9683-18881a70a0be,50187206-9bea-40f6-a594-e35266f0e172,Nội dung tổng hợp của bài post số 100. Bàn về crypto hôm nay.,3424,2024-11-19T05:10:20.438949,,False
9b329115-35c5-4d9e-b1db-57c82babc26d,ce3b479a-c4fc-40b6-a76e-4e575aebf04e,Nội dung tổng hợp của bài post số 101. Bàn về so sánh s23 ultra.,2186,2025-06-03T10:18:18.438954,,False
e46622ca-f2f0-473d-a494-ee005a9b6714,8c61c151-6418-4ce4-a053-30ce48ee6958,Nội dung tổng hợp của bài post số 102. Bàn về chăm sóc da.,5367,2025-07-02T20:36:47.438960,,False
db1f813e-2bde-4239-b154-28fcb6195d8e,aa3280d7-9a8c-40c0-b2ad-6e5fb3ee94a4,Nội dung tổng hợp của bài post số 103. Bàn về du lịch đà lạt.,4693,2025-02-16T01:42:50.438967,,False
990e78ed-72aa-46d6-bc3b-c85f2173ab6e,c8be6ff5-a5b7-41a0-a81d-4efa4f72d8e9,Nội dung tổng hợp của bài post số 104. Bàn về công thức nấu ăn.,7711,2025-04-13T23:41:40.438972,,False
d48b16c4-8ee5-41da-bd32-ba442fee9df6,b79a33f3-55fc-4181-9f7e-1aaa7a0ef7ca,Nội dung tổng hợp của bài post số 105. Bàn về du lịch đà lạt.,2345,2025-10-22T03:45:31.438978,,False
de11ffff-ad72-4f38-a72a-7928973da032,61883169-bcbc-4155-a826-168963284086,Nội dung tổng hợp của bài post số 106. Bàn về chăm sóc da.,5415,2025-07-21T14:28:38.438984,,False
547697cc-b53d-4113-b3f9-78487a641c84,ab00b317-3a77-4b78-89de-65e5a291454e,Nội dung tổng hợp của bài post số 107. Bàn về phim chiếu rạp.,6481,2025-02-08T00:58:07.438990,,False
c6bbc344-efcc-47a4-a79d-fa263852afbc,19b7c5b1-9b38-496d-99bb-803c69c31151,Nội dung tổng hợp của bài post số 108. Bàn về so sánh s23 ultra.,6582,2025-10-10T21:05:43.438996,,False
75f636de-d3e6-44ee-8144-a3549e94d568,c464296f-dd9b-4cbe-bf07-ee2702f72f66,Nội dung tổng hợp của bài post số 109. Bàn về du lịch đà lạt.,5438,2025-10-07T18:47:15.439003,,False
5e1cc45a-259e-411f-8307-6b78dd031ea5,fbb3baf8-3693-47c3-86b4-55b09517b131,Nội dung tổng hợp của bài post số 110. Bàn về chăm sóc da.,3532,2025-09-23T15:17:14.439009,5c1c963c-c257-4d12-a93f-ad2f3cb97079,True
1c4eb703-0563-4be8-bb0e-13fd24235ecc,160d1d61-e31e-4426-8f4a-cfb2a3930d84,Nội dung tổng hợp của bài post số 111. Bàn về du lịch đà lạt.,4401,2025-08-31T01:08:08.439015,,False
9533eeed-8f0c-4abd-b4d5-5e0b15b0fc47,c262e8be-88eb-4352-8c74-dc6b28e0287f,Nội dung tổng hợp của bài post số 112. Bàn về học machine learning.,7853,2025-06-01T04:29:02.439021,,False
e27b88ad-35cc-4487-a52c-6077c03242a4,32a066ac-3699-48dd-8995-460e1018b63e,Nội dung tổng hợp của bài post số 113. Bàn về tin tức a.i.,6985,2025-05-21T10:41:51.439027,,False
2bad9d7d-4d6c-449d-b3d1-b75a8c934587,e1334a7e-1eaa-44cb-bb7e-58aeb3ae00e8,Nội dung tổng hợp của bài post số 114. Bàn về học machine learning.,6827,2025-08-06T21:51:35.439033,,False
8f857f1e-0b98-4133-87d5-dbfe1032c6d1,6cc17850-086f-4181-8f65-e7afbb3a24ad,Nội dung tổng hợp của bài post số 115. Bàn về chăm sóc da.,6557,2024-12-01T14:12:53.439039,,False
38d6ad27-487c-48ff-863d-e6b9d11991f0,ee0488f3-cfdc-4ad8-bf1c-1da9a727d649,Nội dung tổng hợp của bài post số 116. Bàn về crypto hôm nay.,5540,2025-10-17T09:56:46.439045,,False
deda4534-8355-406a-aa85-a708b97ff03b,d0da49ed-267b-436f-9658-456436cfe6cf,Nội dung tổng hợp của bài post số 117. Bàn về tin tức a.i.,3193,2025-09-18T02:37:35.439051,,False
16563f8f-bd2d-4bfc-914a-a23e551a19f9,ca9908fd-313a-471b-9dc0-51ac40ff6637,Nội dung tổng hợp của bài post số 118. Bàn về phim chiếu rạp.,5041,2024-12-18T07:51:48.439057,,False
70a3f746-160d-4b0d-8ab1-107bc6c125b3,cd141933-fe5a-4d7a-9664-eace0257a400,Nội dung tổng hợp của bài post số 119. Bàn về học machine learning.,4744,2025-09-23T12:40:03.439063,589d1997-a402-44cd-8dec-123306007956,True
80201d3a-b9c6-42c7-8245-f6dfd4760fa6,09764ae3-91e5-4608-a820-07afa8487e7d,Nội dung tổng hợp của bài post số 120. Bàn về tin tức a.i.,6903,2025-06-02T09:49:10.439069,,False
